Sort,Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species,Type Species?,Genome Composition,Last Change,MSL of Last Change,Proposal for Last Change ,Taxon History URL,
4814,,,,,,,,,,,Genomoviridae,,Gemykibivirus,,Pteropus associated gemykibivirus 1,0,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853616,
4815,,,,,,,,,,,Genomoviridae,,Gemykibivirus,,Rhinolophus associated gemykibivirus 1,0,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853617,
4816,,,,,,,,,,,Genomoviridae,,Gemykibivirus,,Rhinolophus associated gemykibivirus 2,0,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853618,
4817,,,,,,,,,,,Genomoviridae,,Gemykibivirus,,Sewage derived gemykibivirus 1,0,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853619,
4818,,,,,,,,,,,Genomoviridae,,Gemykibivirus,,Sewage derived gemykibivirus 2,0,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853620,
4819,,,,,,,,,,,Genomoviridae,,Gemykolovirus,,Pteropus associated gemykolovirus 1,1,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853622,
4820,,,,,,,,,,,Genomoviridae,,Gemykolovirus,,Pteropus associated gemykolovirus 2,0,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853623,
4821,,,,,,,,,,,Genomoviridae,,Gemykrogvirus,,Bovine associated gemykrogvirus 1,1,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853625,
4822,,,,,,,,,,,Genomoviridae,,Gemykrogvirus,,Caribou associated gemykrogvirus 1,0,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853626,
4823,,,,,,,,,,,Genomoviridae,,Gemykrogvirus,,Sewage derived gemykrogvirus 1,0,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853627,
4824,,,,,,,,,,,Genomoviridae,,Gemykroznavirus,,Rabbit associated gemykroznavirus 1,1,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853629,
4825,,,,,,,,,,,Genomoviridae,,Gemytondvirus,,Ostrich associated gemytondvirus 1,1,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853631,
4826,,,,,,,,,,,Genomoviridae,,Gemyvongvirus,,Human associated gemyvongvirus 1,1,ssDNA,"New,",31,2016.001a-agF.A.v6.Genomoviridae.pdf,ICTVonline=201853633,
4827,,,,,,,,,,,Globuloviridae,,Globulovirus,,Pyrobaculum spherical virus,1,dsDNA,"New,Assigned as Type Species,",24,2005.077-80B.04.Globulovirus.pdf,ICTVonline=201853637,
4828,,,,,,,,,,,Globuloviridae,,Globulovirus,,Thermoproteus tenax spherical virus 1,0,dsDNA,"New,",24,2007.085B.04.TTSV1.pdf,ICTVonline=201853638,
4829,,,,,,,,,,,Guttaviridae,,Alphaguttavirus,,Sulfolobus newzealandicus droplet-shaped virus,1,dsDNA,"Moved,",27,2011.009a-eB.A.v2.Betaguttavirus.pdf,ICTVonline=201853642,
4830,,,,,,,,,,,Guttaviridae,,Betaguttavirus,,Aeropyrum pernix ovoid virus 1,1,dsDNA,"New,Assigned as Type Species,",27,2011.009a-eB.A.v2.Betaguttavirus.pdf,ICTVonline=201853644,
4831,,,,,,,,,,,Hepadnaviridae,,Avihepadnavirus,,Duck hepatitis B virus,1,dsDNA-RT,"New,Assigned as Type Species,",12,ICTV 5th Report.pdf,ICTVonline=201853648,
4832,,,,,,,,,,,Hepadnaviridae,,Avihepadnavirus,,Heron hepatitis B virus,0,dsDNA-RT,"New,",12,ICTV 5th Report.pdf,ICTVonline=201853649,
4833,,,,,,,,,,,Hepadnaviridae,,Avihepadnavirus,,Parrot hepatitis B virus,0,dsDNA-RT,"New,",31,2016.006aD.A.v2.Avihepadnavirus_sp.pdf,ICTVonline=201853650,
4834,,,,,,,,,,,Hepadnaviridae,,Orthohepadnavirus,,Capuchin monkey hepatitis B virus,0,dsDNA-RT,"New,",34,2018.006D.A.v1.Orthohepadnavirus_sp.zip,ICTVonline=201856328,
4835,,,,,,,,,,,Hepadnaviridae,,Orthohepadnavirus,,Ground squirrel hepatitis virus,0,dsDNA-RT,"Renamed,",23,ICTV 8th Report.pdf,ICTVonline=201853652,
4836,,,,,,,,,,,Hepadnaviridae,,Orthohepadnavirus,,Hepatitis B virus,1,dsDNA-RT,"New,Assigned as Type Species,",12,ICTV 5th Report.pdf,ICTVonline=201853653,
4837,,,,,,,,,,,Hepadnaviridae,,Orthohepadnavirus,,Long-fingered bat hepatitis B virus,0,dsDNA-RT,"Renamed,",30,"2015.009a,bD.A.v3.Orthohepadnavirus_2sp.pdf",ICTVonline=201853654,
4838,,,,,,,,,,,Hepadnaviridae,,Orthohepadnavirus,,Pomona bat hepatitis B virus,0,dsDNA-RT,"New,",31,2016.019aD.A.v1.Orthohepadnavirus_sp.pdf,ICTVonline=201853655,
4839,,,,,,,,,,,Hepadnaviridae,,Orthohepadnavirus,,Roundleaf bat hepatitis B virus,0,dsDNA-RT,"New,",30,"2015.009a,bD.A.v3.Orthohepadnavirus_2sp.pdf",ICTVonline=201853656,
4840,,,,,,,,,,,Hepadnaviridae,,Orthohepadnavirus,,Tent-making bat hepatitis B virus,0,dsDNA-RT,"New,",30,"2015.009a,bD.A.v3.Orthohepadnavirus_2sp.pdf",ICTVonline=201853657,
4841,,,,,,,,,,,Hepadnaviridae,,Orthohepadnavirus,,Woodchuck hepatitis virus,0,dsDNA-RT,"Renamed,",23,ICTV 8th Report.pdf,ICTVonline=201853658,
4842,,,,,,,,,,,Hepadnaviridae,,Orthohepadnavirus,,Woolly monkey hepatitis B virus,0,dsDNA-RT,"New,",23,ICTV 8th Report.pdf,ICTVonline=201853659,
4843,,,,,,,,,,,Hepadnaviridae,,,,Bluegill hepatitis B virus,0,dsDNA-RT,"New,",32,2017.015D.A.v1.Hepadnaviridae_2sp.zip,ICTVonline=201855859,
4844,,,,,,,,,,,Hepadnaviridae,,,,Tibetan frog hepatitis B virus,0,dsDNA-RT,"New,",32,2017.015D.A.v1.Hepadnaviridae_2sp.zip,ICTVonline=201855860,
4845,,,,,,,,,,,Hepadnaviridae,,,,White sucker hepatitis B virus,0,dsDNA-RT,"New,",31,2016.017aD.A.v2.Hepadnaviridae_sp.pdf,ICTVonline=201853661,
4846,,,,,,,,,,,Hytrosaviridae,,Glossinavirus,,Glossina hytrovirus,1,dsDNA,"New,Assigned as Type Species,",26,2009.001a-kI.A.v4.Hytrosaviridae.pdf,ICTVonline=201853681,
4847,,,,,,,,,,,Hytrosaviridae,,Muscavirus,,Musca hytrovirus,1,dsDNA,"New,Assigned as Type Species,",26,2009.001a-kI.A.v4.Hytrosaviridae.pdf,ICTVonline=201853683,
4848,,,,,,,,,,,Inoviridae,,Fibrovirus,,Vibrio virus fs1,1,ssDNA(+),"Moved,Assigned as Type Species,",31,2016.080a-abB.A.v3.Inoviridae_rev.pdf,ICTVonline=201853687,
4849,,,,,,,,,,,Inoviridae,,Fibrovirus,,Vibrio virus VGJ,0,ssDNA(+),"New,",31,2016.080a-abB.A.v3.Inoviridae_rev.pdf,ICTVonline=201853688,
4850,,,,,,,,,,,Inoviridae,,Habenivirus,,Ralstonia virus RS603,0,ssDNA(+),"New,",31,2016.080a-abB.A.v3.Inoviridae_rev.pdf,ICTVonline=201853690,
4851,,,,,,,,,,,Inoviridae,,Habenivirus,,Ralstonia virus RSM1,1,ssDNA(+),"New,",31,2016.080a-abB.A.v3.Inoviridae_rev.pdf,ICTVonline=201853691,
4852,,,,,,,,,,,Inoviridae,,Habenivirus,,Ralstonia virus RSM3,0,ssDNA(+),"New,",31,2016.080a-abB.A.v3.Inoviridae_rev.pdf,ICTVonline=201853692,
4853,,,,,,,,,,,Inoviridae,,Inovirus,,Escherichia virus M13,1,ssDNA(+),"Renamed,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=201853694,
4854,,,,,,,,,,,Inoviridae,,Lineavirus,,Escherichia virus I22,0,ssDNA(+),"Moved,",31,2016.080a-abB.A.v3.Inoviridae_rev.pdf,ICTVonline=201853696,
4855,,,,,,,,,,,Inoviridae,,Lineavirus,,Salmonella virus IKe,1,ssDNA(+),"Moved,Assigned as Type Species,",31,2016.080a-abB.A.v3.Inoviridae_rev.pdf,ICTVonline=201853697,
4856,,,,,,,,,,,Inoviridae,,Plectrovirus,,Acholeplasma virus L51,1,ssDNA(+),"Renamed,",32,2017.001G.A.v2.43spren.zip,ICTVonline=201853699,
4857,,,,,,,,,,,Inoviridae,,Saetivirus,,Vibrio virus fs2,1,ssDNA(+),"Moved,Assigned as Type Species,",31,2016.080a-abB.A.v3.Inoviridae_rev.pdf,ICTVonline=201853701,
4858,,,,,,,,,,,Inoviridae,,Saetivirus,,Vibrio virus VFJ,0,ssDNA(+),"New,",31,2016.080a-abB.A.v3.Inoviridae_rev.pdf,ICTVonline=201853702,
4859,,,,,,,,,,,Inoviridae,,Vespertiliovirus,,Spiroplasma virus C74,0,ssDNA(+),"Moved,",31,2016.080a-abB.A.v3.Inoviridae_rev.pdf,ICTVonline=201853722,
4860,,,,,,,,,,,Inoviridae,,Vespertiliovirus,,Spiroplasma virus R8A2B,1,ssDNA(+),"Moved,Assigned as Type Species,",31,2016.080a-abB.A.v3.Inoviridae_rev.pdf,ICTVonline=201853723,
4861,,,,,,,,,,,Inoviridae,,Vespertiliovirus,,Spiroplasma virus SkV1CR23x,0,ssDNA(+),"New,",31,2016.080a-abB.A.v3.Inoviridae_rev.pdf,ICTVonline=201853724,
4862,,,,,,,,,,,Inoviridae,,,,Escherichia virus If1,0,ssDNA(+),"Moved,",31,2016.080a-abB.A.v3.Inoviridae_rev.pdf,ICTVonline=201853704,
4863,,,,,,,,,,,Inoviridae,,,,Propionibacterium virus B5,0,ssDNA(+),"New,",31,2016.080a-abB.A.v3.Inoviridae_rev.pdf,ICTVonline=201853705,
4864,,,,,,,,,,,Inoviridae,,,,Pseudomonas virus Pf1,0,ssDNA(+),"Moved,",31,2016.080a-abB.A.v3.Inoviridae_rev.pdf,ICTVonline=201853706,
4865,,,,,,,,,,,Inoviridae,,,,Pseudomonas virus Pf3,0,ssDNA(+),"Moved,",31,2016.080a-abB.A.v3.Inoviridae_rev.pdf,ICTVonline=201853707,
4866,,,,,,,,,,,Inoviridae,,,,Ralstonia virus PE226,0,ssDNA(+),"New,",31,2016.080a-abB.A.v3.Inoviridae_rev.pdf,ICTVonline=201853708,
4867,,,,,,,,,,,Inoviridae,,,,Ralstonia virus RSS1,0,ssDNA(+),"New,",31,2016.080a-abB.A.v3.Inoviridae_rev.pdf,ICTVonline=201853709,
4868,,,,,,,,,,,Inoviridae,,,,Spiroplasma virus SVTS2,0,ssDNA(+),"New,",31,2016.080a-abB.A.v3.Inoviridae_rev.pdf,ICTVonline=201853710,
4869,,,,,,,,,,,Inoviridae,,,,Stenotrophomonas virus PSH1,0,ssDNA(+),"New,",31,2016.080a-abB.A.v3.Inoviridae_rev.pdf,ICTVonline=201853711,
4870,,,,,,,,,,,Inoviridae,,,,Stenotrophomonas virus SMA6,0,ssDNA(+),"New,",31,2016.080a-abB.A.v3.Inoviridae_rev.pdf,ICTVonline=201853712,
4871,,,,,,,,,,,Inoviridae,,,,Stenotrophomonas virus SMA7,0,ssDNA(+),"New,",31,2016.080a-abB.A.v3.Inoviridae_rev.pdf,ICTVonline=201853713,
4872,,,,,,,,,,,Inoviridae,,,,Stenotrophomonas virus SMA9,0,ssDNA(+),"New,",31,2016.080a-abB.A.v3.Inoviridae_rev.pdf,ICTVonline=201853714,
4873,,,,,,,,,,,Inoviridae,,,,Thermus virus OH3,0,ssDNA(+),"New,",34,2018.094B.A.v1.Inoviridae_2sp.zip,ICTVonline=201856877,
4874,,,,,,,,,,,Inoviridae,,,,Vibrio virus CTXphi,0,ssDNA(+),"Moved,",31,2016.080a-abB.A.v3.Inoviridae_rev.pdf,ICTVonline=201853715,
4875,,,,,,,,,,,Inoviridae,,,,Vibrio virus KSF1,0,ssDNA(+),"New,",31,2016.080a-abB.A.v3.Inoviridae_rev.pdf,ICTVonline=201853716,
4876,,,,,,,,,,,Inoviridae,,,,Vibrio virus VCY,0,ssDNA(+),"New,",31,2016.080a-abB.A.v3.Inoviridae_rev.pdf,ICTVonline=201853717,
4877,,,,,,,,,,,Inoviridae,,,,Vibrio virus Vf33,0,ssDNA(+),"Moved,",31,2016.080a-abB.A.v3.Inoviridae_rev.pdf,ICTVonline=201853718,
4878,,,,,,,,,,,Inoviridae,,,,Vibrio virus VfO3K6,0,ssDNA(+),"New,",31,2016.080a-abB.A.v3.Inoviridae_rev.pdf,ICTVonline=201853719,
4879,,,,,,,,,,,Inoviridae,,,,Xanthomonas virus Cf1c,0,ssDNA(+),"Moved,",31,2016.080a-abB.A.v3.Inoviridae_rev.pdf,ICTVonline=201853720,
4880,,,,,,,,,,,Inoviridae,,,,Xanthomonas virus Xf109,0,ssDNA(+),"New,",34,2018.094B.A.v1.Inoviridae_2sp.zip,ICTVonline=201856876,
4881,,,,,,,,,,,Iridoviridae,Alphairidovirinae,Lymphocystivirus,,Lymphocystis disease virus 1,1,dsDNA,"Moved,",31,2016.009a-kD.A.v2.Iridoviridae_2subf.pdf,ICTVonline=201853728,
4882,,,,,,,,,,,Iridoviridae,Alphairidovirinae,Lymphocystivirus,,Lymphocystis disease virus 2,0,dsDNA,"New,",34,2018.007D.A.v1.Iridoviridae_8sp3sprem.zip,ICTVonline=201856332,
4883,,,,,,,,,,,Iridoviridae,Alphairidovirinae,Lymphocystivirus,,Lymphocystis disease virus 3,0,dsDNA,"New,",34,2018.007D.A.v1.Iridoviridae_8sp3sprem.zip,ICTVonline=201856333,
4884,,,,,,,,,,,Iridoviridae,Alphairidovirinae,Megalocytivirus,,Infectious spleen and kidney necrosis virus,1,dsDNA,"Moved,",31,2016.009a-kD.A.v2.Iridoviridae_2subf.pdf,ICTVonline=201853730,
4885,,,,,,,,,,,Iridoviridae,Alphairidovirinae,Megalocytivirus,,Scale drop disease virus,0,dsDNA,"New,",34,2018.007D.A.v1.Iridoviridae_8sp3sprem.zip,ICTVonline=201856331,
4886,,,,,,,,,,,Iridoviridae,Alphairidovirinae,Ranavirus,,Ambystoma tigrinum virus,0,dsDNA,"Moved,",31,2016.009a-kD.A.v2.Iridoviridae_2subf.pdf,ICTVonline=201853732,
4887,,,,,,,,,,,Iridoviridae,Alphairidovirinae,Ranavirus,,Common midwife toad virus,0,dsDNA,"New,",32,2017.005D.A.v1.Ranavirus_sp.zip,ICTVonline=201855861,
4888,,,,,,,,,,,Iridoviridae,Alphairidovirinae,Ranavirus,,Epizootic haematopoietic necrosis virus,0,dsDNA,"Moved,",31,2016.009a-kD.A.v2.Iridoviridae_2subf.pdf,ICTVonline=201853734,
4889,,,,,,,,,,,Iridoviridae,Alphairidovirinae,Ranavirus,,Frog virus 3,1,dsDNA,"Moved,",31,2016.009a-kD.A.v2.Iridoviridae_2subf.pdf,ICTVonline=201853736,
4890,,,,,,,,,,,Iridoviridae,Alphairidovirinae,Ranavirus,,Santee-Cooper ranavirus,0,dsDNA,"Moved,",31,2016.009a-kD.A.v2.Iridoviridae_2subf.pdf,ICTVonline=201853737,
4891,,,,,,,,,,,Iridoviridae,Alphairidovirinae,Ranavirus,,Singapore grouper iridovirus,0,dsDNA,"New,",31,2016.009a-kD.A.v2.Iridoviridae_2subf.pdf,ICTVonline=201853738,
4892,,,,,,,,,,,Iridoviridae,Betairidovirinae,Chloriridovirus,,Anopheles minimus iridovirus,0,dsDNA,"New,",34,2018.007D.A.v1.Iridoviridae_8sp3sprem.zip,ICTVonline=201856338,
4893,,,,,,,,,,,Iridoviridae,Betairidovirinae,Chloriridovirus,,Invertebrate iridescent virus 3,1,dsDNA,"Moved,",31,2016.009a-kD.A.v2.Iridoviridae_2subf.pdf,ICTVonline=201853741,
4894,,,,,,,,,,,Iridoviridae,Betairidovirinae,Chloriridovirus,,Invertebrate iridescent virus 9,0,dsDNA,"New,",34,2018.007D.A.v1.Iridoviridae_8sp3sprem.zip,ICTVonline=201856336,
4895,,,,,,,,,,,Iridoviridae,Betairidovirinae,Chloriridovirus,,Invertebrate iridescent virus 22,0,dsDNA,"New,",34,2018.007D.A.v1.Iridoviridae_8sp3sprem.zip,ICTVonline=201856335,
4896,,,,,,,,,,,Iridoviridae,Betairidovirinae,Chloriridovirus,,Invertebrate iridescent virus 25,0,dsDNA,"New,",34,2018.007D.A.v1.Iridoviridae_8sp3sprem.zip,ICTVonline=201856337,
4897,,,,,,,,,,,Iridoviridae,Betairidovirinae,Decapodiridovirus,,Decapod iridescent virus 1,1,dsDNA,"New,",34,2018.004D.A.v1.Decapodiridovirus_1gen1sp.zip,ICTVonline=201856295,
4898,,,,,,,,,,,Iridoviridae,Betairidovirinae,Iridovirus,,Invertebrate iridescent virus 6,1,dsDNA,"Moved,",31,2016.009a-kD.A.v2.Iridoviridae_2subf.pdf,ICTVonline=201853744,
4899,,,,,,,,,,,Iridoviridae,Betairidovirinae,Iridovirus,,Invertebrate iridescent virus 31,0,dsDNA,"New,",34,2018.007D.A.v1.Iridoviridae_8sp3sprem.zip,ICTVonline=201856334,
4900,,,,,,,,,,,Lavidaviridae,,Mavirus,,Cafeteriavirus-dependent mavirus,1,dsDNA,"New,",30,2015.001a-kF.A.v1.Lavidaviridae.pdf,ICTVonline=201853747,
4901,,,,,,,,,,,Lavidaviridae,,Sputnikvirus,,Mimivirus-dependent virus Sputnik,1,dsDNA,"New,",30,2015.001a-kF.A.v1.Lavidaviridae.pdf,ICTVonline=201853749,
4902,,,,,,,,,,,Lavidaviridae,,Sputnikvirus,,Mimivirus-dependent virus Zamilon,0,dsDNA,"New,",30,2015.001a-kF.A.v1.Lavidaviridae.pdf,ICTVonline=201853750,
4903,,,,,,,,,,,Marseilleviridae,,Marseillevirus,,Marseillevirus marseillevirus,1,dsDNA,"New,",28,2012.002a-hF.A.v5.Marseilleviridae.pdf,ICTVonline=201853802,
4904,,,,,,,,,,,Marseilleviridae,,Marseillevirus,,Senegalvirus marseillevirus,0,dsDNA,"New,",28,2012.002a-hF.A.v5.Marseilleviridae.pdf,ICTVonline=201853803,
4905,,,,,,,,,,,Marseilleviridae,,,,Lausannevirus,0,dsDNA,"New,",28,2012.002a-hF.A.v5.Marseilleviridae.pdf,ICTVonline=201853805,
4906,,,,,,,,,,,Marseilleviridae,,,,Tunisvirus,0,dsDNA,"New,",28,2012.002a-hF.A.v5.Marseilleviridae.pdf,ICTVonline=201853806,
4907,,,,,,,,,,,Microviridae,Bullavirinae,Alphatrevirus,,Escherichia virus alpha3,1,ssDNA(+),"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201853858,
4908,,,,,,,,,,,Microviridae,Bullavirinae,Alphatrevirus,,Escherichia virus ID21,0,ssDNA(+),"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201853859,
4909,,,,,,,,,,,Microviridae,Bullavirinae,Alphatrevirus,,Escherichia virus ID32,0,ssDNA(+),"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201853860,
4910,,,,,,,,,,,Microviridae,Bullavirinae,Alphatrevirus,,Escherichia virus ID62,0,ssDNA(+),"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201853861,
4911,,,,,,,,,,,Microviridae,Bullavirinae,Alphatrevirus,,Escherichia virus NC28,0,ssDNA(+),"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201853862,
4912,,,,,,,,,,,Microviridae,Bullavirinae,Alphatrevirus,,Escherichia virus NC29,0,ssDNA(+),"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201853863,
4913,,,,,,,,,,,Microviridae,Bullavirinae,Alphatrevirus,,Escherichia virus NC35,0,ssDNA(+),"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201853864,
4914,,,,,,,,,,,Microviridae,Bullavirinae,Alphatrevirus,,Escherichia virus phiK,0,ssDNA(+),"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201853865,
4915,,,,,,,,,,,Microviridae,Bullavirinae,Alphatrevirus,,Escherichia virus St1,0,ssDNA(+),"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201853866,
4916,,,,,,,,,,,Microviridae,Bullavirinae,Alphatrevirus,,Escherichia virus WA45,0,ssDNA(+),"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201853867,
4917,,,,,,,,,,,Microviridae,Bullavirinae,Gequatrovirus,,Escherichia virus G4,1,ssDNA(+),"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201853869,
4918,,,,,,,,,,,Microviridae,Bullavirinae,Gequatrovirus,,Escherichia virus ID52,0,ssDNA(+),"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201853870,
4919,,,,,,,,,,,Microviridae,Bullavirinae,Gequatrovirus,,Escherichia virus Talmos,0,ssDNA(+),"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201853871,
4920,,,,,,,,,,,Microviridae,Bullavirinae,Sinsheimervirus,,Escherichia virus phiX174,1,ssDNA(+),"Moved,",34,2018.007B.A.v4.rename137gen6sp.zip,ICTVonline=201853873,
4921,,,,,,,,,,,Microviridae,Gokushovirinae,Bdellomicrovirus,,Bdellovibrio virus MAC1,1,ssDNA(+),"Renamed,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=201853876,
4922,,,,,,,,,,,Microviridae,Gokushovirinae,Bdellomicrovirus,,Bdellovibrio virus MH2K,0,ssDNA(+),"Renamed,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=201853877,
4923,,,,,,,,,,,Microviridae,Gokushovirinae,Chlamydiamicrovirus,,Chlamydia virus Chp1,1,ssDNA(+),"Renamed,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=201853879,
4924,,,,,,,,,,,Microviridae,Gokushovirinae,Chlamydiamicrovirus,,Chlamydia virus Chp2,0,ssDNA(+),"Renamed,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=201853880,
4925,,,,,,,,,,,Microviridae,Gokushovirinae,Chlamydiamicrovirus,,Chlamydia virus CPAR39,0,ssDNA(+),"Renamed,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=201853881,
4926,,,,,,,,,,,Microviridae,Gokushovirinae,Chlamydiamicrovirus,,Chlamydia virus CPG1,0,ssDNA(+),"Renamed,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=201853882,
4927,,,,,,,,,,,Microviridae,Gokushovirinae,Spiromicrovirus,,Spiroplasma virus SpV4,1,ssDNA(+),"Renamed,",30,2015.025aB.A.v4.phagesp_ren.pdf,ICTVonline=201853884,
4928,,,,,,,,,,,Mimiviridae,,Cafeteriavirus,,Cafeteria roenbergensis virus,1,dsDNA,"New,Assigned as Type Species,",27,2011.001a-dF.A.v2.Cafeteriavirus.pdf,ICTVonline=201853888,
4929,,,,,,,,,,,Mimiviridae,,Mimivirus,,Acanthamoeba polyphaga mimivirus,1,dsDNA,"Moved,",24,2005.004F.04.Mimiviridae.pdf,ICTVonline=201853890,
4930,,,,,,,,,,,Nanoviridae,,Babuvirus,,Abaca bunchy top virus,0,ssDNA(+),"New,",25,2008.028P.Abaca_btv-Sp.pdf,ICTVonline=201853894,
4931,,,,,,,,,,,Nanoviridae,,Babuvirus,,Banana bunchy top virus,1,ssDNA(+),"Moved,Assigned as Type Species,",20,Ratification_2002a.pdf,ICTVonline=201853895,
4932,,,,,,,,,,,Nanoviridae,,Babuvirus,,Cardamom bushy dwarf virus,0,ssDNA(+),"New,",25,2008.029P.Cardamom_bdv-Sp.pdf,ICTVonline=201853896,
4933,,,,,,,,,,,Nanoviridae,,Nanovirus,,Black medic leaf roll virus,0,ssDNA(+),"New,",30,2015.010aP.A.v1.Nanovirus_2sp.pdf,ICTVonline=201853898,
4934,,,,,,,,,,,Nanoviridae,,Nanovirus,,Faba bean necrotic stunt virus,0,ssDNA(+),"New,",26,2010.009aP.A.v1.Nanovirus-2sp.pdf,ICTVonline=201853899,
4935,,,,,,,,,,,Nanoviridae,,Nanovirus,,Faba bean necrotic yellows virus,0,ssDNA(+),"Moved,",20,Ratification_2002a.pdf,ICTVonline=201853900,
4936,,,,,,,,,,,Nanoviridae,,Nanovirus,,Faba bean yellow leaf virus,0,ssDNA(+),"New,",27,2012.008aP.A.v1.Nanovirus-sp.pdf,ICTVonline=201853901,
4937,,,,,,,,,,,Nanoviridae,,Nanovirus,,Milk vetch dwarf virus,0,ssDNA(+),"Moved,",20,Ratification_2002a.pdf,ICTVonline=201853902,
4938,,,,,,,,,,,Nanoviridae,,Nanovirus,,Pea necrotic yellow dwarf virus,0,ssDNA(+),"New,",26,2010.009aP.A.v1.Nanovirus-2sp.pdf,ICTVonline=201853903,
4939,,,,,,,,,,,Nanoviridae,,Nanovirus,,Pea yellow stunt virus,0,ssDNA(+),"New,",30,2015.010aP.A.v1.Nanovirus_2sp.pdf,ICTVonline=201853904,
4940,,,,,,,,,,,Nanoviridae,,Nanovirus,,Subterranean clover stunt virus,1,ssDNA(+),"Moved,",20,Ratification_2002a.pdf,ICTVonline=201853905,
4941,,,,,,,,,,,Nanoviridae,,,,Coconut foliar decay virus,0,ssDNA(+),"New,",23,ICTV 8th Report.pdf,ICTVonline=201853907,
4942,,,,,,,,,,,Nimaviridae,,Whispovirus,,White spot syndrome virus,1,dsDNA,"Renamed,",24,2007.084I.04NimaName.pdf,ICTVonline=201853922,
4943,,,,,,,,,,,Nudiviridae,,Alphanudivirus,,Gryllus bimaculatus nudivirus,0,dsDNA,"New,",28,2013.003a-kI.A.v1.Nudiviridae.pdf,ICTVonline=201853939,
4944,,,,,,,,,,,Nudiviridae,,Alphanudivirus,,Oryctes rhinoceros nudivirus,1,dsDNA,"New,",28,2013.003a-kI.A.v1.Nudiviridae.pdf,ICTVonline=201853940,
4945,,,,,,,,,,,Nudiviridae,,Betanudivirus,,Heliothis zea nudivirus,1,dsDNA,"New,",28,2013.003a-kI.A.v1.Nudiviridae.pdf,ICTVonline=201853942,
4946,,,,,,,,,,,Ovaliviridae,,Alphaovalivirus,,Sulfolobus ellipsoid virus 1,1,dsDNA,"New,",34,2018.104B.A.v1.Ovaliviridae.zip,ICTVonline=201856901,
4947,,,,,,,,,,,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,,Alphapapillomavirus 1,1,dsDNA,"Moved,",32,2017.010D.A.v1.Papillomaviridae_2subf.zip,ICTVonline=201853974,
4948,,,,,,,,,,,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,,Alphapapillomavirus 2,0,dsDNA,"Moved,",32,2017.010D.A.v1.Papillomaviridae_2subf.zip,ICTVonline=201853975,
4949,,,,,,,,,,,Papillomaviridae,Firstpapillomavirinae,Alphapapillomavirus,,Alphapapillomavirus 3,0,dsDNA,"Moved,",32,2017.010D.A.v1.Papillomaviridae_2subf.zip,ICTVonline=201853976,
